acinetobacter_baumannii__01,110412352.00000000
acinetobacter_baumannii__02,60858108.00000000
acinetobacter_nosocomialis__01,22661100.00000000
acinetobacter_pittii__01,44810404.00000000
actinobacillus_lignieresii__01,7219665.00000000
aeromonas_caviae__01,54610420.00000000
aeromonas_salmonicida__01,15791179.00000000
aeromonas_veronii__01,72704320.00000000
bacillus_subtilis__01,50409880.00000000
bacillusa_anthracis__01,61004944.00000000
bacillusa_cereus__01,66743312.00000000
bacillusa_paranthracis__01,43663808.00000000
bacillusa_wiedmannii__01,31810236.00000000
bacteroides_fragilis__01,39587832.00000000
bordetella_pertussis__01,27461146.00000000
borreliella_burgdorferi__01,22045306.00000000
brucella_melitensis__01,19819170.00000000
burkholderia_cenocepacia__01,34916472.00000000
burkholderia_cenocepaciab__01,45994004.00000000
burkholderia_cepacia__01,69408392.00000000
burkholderia_contaminans__01,59133980.00000000
burkholderia_gladioli__01,76941048.00000000
burkholderia_mallei__01,50330560.00000000
burkholderia_multivorans__01,54575000.00000000
burkholderia_ubonensis__01,101113328.00000000
burkholderia_vietnamiensis__01,54251288.00000000
campylobacter_fetus__01,14637556.00000000
campylobacterd_coli__01,47694076.00000000
campylobacterd_coli__02,36663624.00000000
campylobacterd_coli__03,9311388.00000000
campylobacterd_colia__01,15357940.00000000
campylobacterd_jejuni__01,41315220.00000000
campylobacterd_jejuni__02,37434620.00000000
campylobacterd_jejuni__03,56701040.00000000
campylobacterd_jejuni__04,29474858.00000000
campylobacterd_jejuni__05,34912232.00000000
campylobacterd_jejuni__06,23879392.00000000
campylobacterd_jejuni__07,27623954.00000000
campylobacterd_jejuni__08,10647917.00000000
campylobacterd_lari__01,8214605.00000000
campylobacterd_upsaliensis__01,12343932.00000000
caulobacter_vibrioides__01,10902875.00000000
chlamydia_trachomatis__01,172443824.00000000
citrobacter_freundii__01,87751424.00000000
clostridioides_difficile__01,96931360.00000000
clostridioides_difficile__02,144058224.00000000
clostridioides_difficile__03,133795264.00000000
clostridioides_difficile__04,96982384.00000000
clostridium_botulinuma__01,16906474.00000000
clostridiumf_botulinum__01,24383336.00000000
clostridiump_perfringens__01,48022512.00000000
corynebacterium_diphtheriae__01,23140918.00000000
cronobacter_sakazakii__01,28249552.00000000
cutibacterium_acnes__01,39906352.00000000
dichelobacter_nodosus__01,14886887.00000000
dustbin__01,1233061376.00000000
dustbin__02,961678720.00000000
dustbin__03,1125382272.00000000
dustbin__04,1343175808.00000000
dustbin__05,1755113472.00000000
dustbin__06,1735883136.00000000
dustbin__07,1142327296.00000000
dustbin__08,1609551616.00000000
dustbin__09,789366528.00000000
dustbin__10,1184735488.00000000
dustbin__11,1775544192.00000000
dustbin__12,946713344.00000000
dustbin__13,1489383808.00000000
dustbin__14,1651591424.00000000
dustbin__15,1152077440.00000000
dustbin__16,1037980864.00000000
dustbin__17,1591963264.00000000
dustbin__18,1879086976.00000000
dustbin__19,1233023232.00000000
dustbin__20,2659461120.00000000
dustbin__21,1952865792.00000000
dustbin__22,1506694656.00000000
dustbin__23,1731689600.00000000
dustbin__24,2064144896.00000000
dustbin__25,1778580480.00000000
dustbin__26,625812352.00000000
dustbin__27,1546057344.00000000
dustbin__28,2196723712.00000000
dustbin__29,1349936512.00000000
dustbin__30,154350320.00000000
enterobacter_cloacae__01,54509696.00000000
enterobacter_cloacaem__01,36231748.00000000
enterobacter_hormaecheia__01,143063376.00000000
enterobacter_kobei__01,40418216.00000000
enterobacter_roggenkampii__01,84236904.00000000
enterococcus_faecalis__01,213265232.00000000
enterococcusb_faecium__01,54362328.00000000
enterococcusb_faecium__02,104154016.00000000
enterococcusb_faecium__03,13818022.00000000
enterococcusb_hirae__01,43825144.00000000
enterococcusb_lactis__01,51085504.00000000
erysipelothrix_rhusiopathiae__01,6518080.50000000
escherichia_albertii__01,36383056.00000000
escherichia_coli__01,137251056.00000000
escherichia_coli__02,205630736.00000000
escherichia_coli__03,123819880.00000000
escherichia_coli__04,108210016.00000000
escherichia_coli__05,189266112.00000000
escherichia_coli__06,139286416.00000000
escherichia_coli__07,135931056.00000000
escherichia_coli__08,179803952.00000000
escherichia_coli__09,138962448.00000000
escherichia_coli__10,127793784.00000000
escherichia_coli__11,150061344.00000000
escherichia_coli__12,142045696.00000000
escherichia_coli__13,155055648.00000000
escherichia_coli__14,143198688.00000000
escherichia_coli__15,126653360.00000000
escherichia_coli__16,129218136.00000000
escherichia_coli__17,122597912.00000000
escherichia_coli__18,120336264.00000000
escherichia_coli__19,134744416.00000000
escherichia_coli__20,168354512.00000000
escherichia_coli__21,124536280.00000000
escherichia_coli__22,157039280.00000000
escherichia_coli__23,79840384.00000000
glaesserella_parasuis__01,11241517.00000000
haemophilus_influenzae__01,29909932.00000000
haemophilus_influenzaed__01,14966863.00000000
haemophilus_influenzaee__01,10286640.00000000
helicobacter_pylori__01,23216250.00000000
helicobacter_pyloric__01,20779070.00000000
hungateiclostridium_thermocellum__01,13279982.00000000
klebsiella_aerogenes__01,56797572.00000000
klebsiella_michiganensis__01,59013728.00000000
klebsiella_oxytoca__01,74819104.00000000
klebsiella_pneumoniae__01,188942288.00000000
klebsiella_pneumoniae__02,199480848.00000000
klebsiella_pneumoniae__03,211759616.00000000
klebsiella_pneumoniae__04,115976976.00000000
klebsiella_quasipneumoniae__01,96356872.00000000
klebsiella_variicola__01,99090640.00000000
lacticaseibacillus_paracasei__01,23412682.00000000
lacticaseibacillus_rhamnosus__01,24857856.00000000
lactococcus_lactis__01,21250352.00000000
legionella_fraseri__01,13942050.00000000
