filename,cardinality
split_12.txt,11272185.0
split_13.txt,13080816.0
split_11.txt,13242165.0
split_39.txt,17349310.0
split_38.txt,7400396.5
split_10.txt,18963678.0
split_28.txt,5297257.0
split_14.txt,12283371.0
split_15.txt,12017353.0
split_29.txt,7292439.0
split_8.txt,5181451.0
split_17.txt,17163070.0
split_16.txt,6039573.5
split_9.txt,10346652.0
split_71.txt,9693144.0
split_65.txt,13494441.0
split_59.txt,17009186.0
split_58.txt,5314612.0
split_64.txt,9178435.0
split_70.txt,9484248.0
split_99.txt,13969209.0
split_66.txt,12982469.0
split_72.txt,10252761.0
split_73.txt,5258303.0
split_67.txt,13604336.0
split_98.txt,12744921.0
split_88.txt,13684906.0
split_63.txt,14309575.0
split_77.txt,5107098.5
split_76.txt,13487559.0
split_62.txt,15369775.0
split_89.txt,10676317.0
split_48.txt,17863188.0
split_74.txt,12377389.0
split_60.txt,18492388.0
split_61.txt,5265525.5
split_75.txt,5041325.0
split_49.txt,5147064.0
split_93.txt,9390437.0
split_87.txt,17102766.0
split_50.txt,8289350.0
split_44.txt,6118148.5
split_78.txt,6892144.0
split_79.txt,11722401.0
split_45.txt,13987361.0
split_51.txt,10879630.0
split_86.txt,7364955.5
split_92.txt,5714147.5
split_84.txt,26270584.0
split_90.txt,5681222.5
split_47.txt,5426603.0
split_53.txt,16075111.0
split_52.txt,17799786.0
split_46.txt,39604408.0
split_91.txt,16160639.0
split_85.txt,10025912.0
split_81.txt,14975813.0
split_95.txt,5552480.0
split_42.txt,8301982.0
split_56.txt,5391548.0
split_57.txt,5069224.0
split_43.txt,5123206.0
split_94.txt,10095039.0
split_80.txt,14554709.0
split_96.txt,5117302.5
split_82.txt,19319316.0
split_69.txt,5204071.0
split_55.txt,10440743.0
split_41.txt,4976481.5
split_40.txt,15266728.0
split_54.txt,11180116.0
split_68.txt,13477539.0
split_83.txt,7399760.5
split_97.txt,5009752.0
split_4.txt,5106798.0
split_33.txt,12262964.0
split_27.txt,5513937.0
split_26.txt,11953158.0
split_32.txt,9330895.0
split_5.txt,7736462.5
split_7.txt,12676326.0
split_24.txt,5127189.5
split_30.txt,7919956.0
split_18.txt,5645475.0
split_19.txt,19211400.0
split_31.txt,6992198.5
split_25.txt,19610266.0
split_6.txt,10145807.0
split_2.txt,10515999.0
split_21.txt,11149543.0
split_35.txt,26543124.0
split_34.txt,8912528.0
split_20.txt,9622379.0
split_3.txt,5121612.5
split_1.txt,5448158.0
split_36.txt,9335086.0
split_22.txt,5221116.0
split_23.txt,10830936.0
split_37.txt,10065209.0
split_0.txt,10054531.0
