filename,cardinality
split_12.txt,31184484.0
split_13.txt,29550474.0
split_11.txt,29478982.0
split_39.txt,30934308.0
split_38.txt,29515534.0
split_10.txt,28684758.0
split_28.txt,28602702.0
split_14.txt,29299062.0
split_15.txt,25484332.0
split_29.txt,29409290.0
split_8.txt,30272680.0
split_17.txt,29383120.0
split_16.txt,27641636.0
split_9.txt,26152954.0
split_71.txt,26306676.0
split_65.txt,29677654.0
split_59.txt,28655472.0
split_58.txt,29156232.0
split_64.txt,25966464.0
split_70.txt,25503940.0
split_99.txt,33759228.0
split_66.txt,27960428.0
split_72.txt,26935230.0
split_73.txt,26472896.0
split_67.txt,25819870.0
split_98.txt,27254890.0
split_88.txt,28228312.0
split_63.txt,27854076.0
split_77.txt,25565388.0
split_76.txt,31594336.0
split_62.txt,28763496.0
split_89.txt,28128042.0
split_48.txt,26502376.0
split_74.txt,29183502.0
split_60.txt,24347770.0
split_61.txt,29130638.0
split_75.txt,29547432.0
split_49.txt,26366510.0
split_93.txt,29807394.0
split_87.txt,25468214.0
split_50.txt,27452900.0
split_44.txt,28242958.0
split_78.txt,29464162.0
split_79.txt,30465256.0
split_45.txt,26140322.0
split_51.txt,28933024.0
split_86.txt,28913628.0
split_92.txt,28018216.0
split_84.txt,26719634.0
split_90.txt,26161128.0
split_47.txt,29063566.0
split_53.txt,26544738.0
split_52.txt,27085022.0
split_46.txt,26276912.0
split_91.txt,27478182.0
split_85.txt,26550992.0
split_81.txt,28535874.0
split_95.txt,30549564.0
split_42.txt,25570450.0
split_56.txt,32508544.0
split_57.txt,31785088.0
split_43.txt,27297986.0
split_94.txt,26632510.0
split_80.txt,28968088.0
split_96.txt,28277622.0
split_82.txt,27334786.0
split_69.txt,28713922.0
split_55.txt,30986964.0
split_41.txt,26627638.0
split_40.txt,31544404.0
split_54.txt,27863314.0
split_68.txt,31927178.0
split_83.txt,27322030.0
split_97.txt,28021168.0
split_4.txt,26543422.0
split_33.txt,26893012.0
split_27.txt,26850210.0
split_26.txt,27923318.0
split_32.txt,29223354.0
split_5.txt,25766778.0
split_7.txt,29339246.0
split_24.txt,31677518.0
split_30.txt,28527830.0
split_18.txt,26362694.0
split_19.txt,27002538.0
split_31.txt,28140184.0
split_25.txt,29765254.0
split_6.txt,36039816.0
split_2.txt,31215342.0
split_21.txt,31513282.0
split_35.txt,26332710.0
split_34.txt,29866140.0
split_20.txt,29398712.0
split_3.txt,27766446.0
split_1.txt,30871348.0
split_36.txt,28223990.0
split_22.txt,27000500.0
split_23.txt,30248098.0
split_37.txt,25483114.0
split_0.txt,25170682.0
