8656	./phylo_order_tree_bin0.tar.xz
8828	./phylo_order_tree_bin1.tar.xz
7076	./phylo_order_tree_bin10.tar.xz
7384	./phylo_order_tree_bin100.tar.xz
6856	./phylo_order_tree_bin101.tar.xz
7920	./phylo_order_tree_bin102.tar.xz
5244	./phylo_order_tree_bin103.tar.xz
7204	./phylo_order_tree_bin104.tar.xz
6180	./phylo_order_tree_bin105.tar.xz
7196	./phylo_order_tree_bin106.tar.xz
6200	./phylo_order_tree_bin107.tar.xz
6732	./phylo_order_tree_bin11.tar.xz
7208	./phylo_order_tree_bin12.tar.xz
8152	./phylo_order_tree_bin13.tar.xz
9228	./phylo_order_tree_bin14.tar.xz
6116	./phylo_order_tree_bin15.tar.xz
8344	./phylo_order_tree_bin16.tar.xz
9252	./phylo_order_tree_bin17.tar.xz
7200	./phylo_order_tree_bin18.tar.xz
6236	./phylo_order_tree_bin19.tar.xz
6692	./phylo_order_tree_bin2.tar.xz
6392	./phylo_order_tree_bin20.tar.xz
6732	./phylo_order_tree_bin21.tar.xz
8232	./phylo_order_tree_bin22.tar.xz
7208	./phylo_order_tree_bin23.tar.xz
7584	./phylo_order_tree_bin24.tar.xz
7388	./phylo_order_tree_bin25.tar.xz
8224	./phylo_order_tree_bin26.tar.xz
5840	./phylo_order_tree_bin27.tar.xz
6692	./phylo_order_tree_bin28.tar.xz
5836	./phylo_order_tree_bin29.tar.xz
6356	./phylo_order_tree_bin3.tar.xz
8232	./phylo_order_tree_bin30.tar.xz
8232	./phylo_order_tree_bin31.tar.xz
6420	./phylo_order_tree_bin32.tar.xz
6548	./phylo_order_tree_bin33.tar.xz
6552	./phylo_order_tree_bin34.tar.xz
8232	./phylo_order_tree_bin35.tar.xz
6228	./phylo_order_tree_bin36.tar.xz
7840	./phylo_order_tree_bin37.tar.xz
6184	./phylo_order_tree_bin38.tar.xz
8192	./phylo_order_tree_bin39.tar.xz
8232	./phylo_order_tree_bin4.tar.xz
6696	./phylo_order_tree_bin40.tar.xz
5708	./phylo_order_tree_bin41.tar.xz
8228	./phylo_order_tree_bin42.tar.xz
8936	./phylo_order_tree_bin43.tar.xz
6948	./phylo_order_tree_bin44.tar.xz
7208	./phylo_order_tree_bin45.tar.xz
8256	./phylo_order_tree_bin46.tar.xz
5948	./phylo_order_tree_bin47.tar.xz
8232	./phylo_order_tree_bin48.tar.xz
6184	./phylo_order_tree_bin49.tar.xz
8584	./phylo_order_tree_bin5.tar.xz
7204	./phylo_order_tree_bin50.tar.xz
8964	./phylo_order_tree_bin51.tar.xz
6156	./phylo_order_tree_bin52.tar.xz
8564	./phylo_order_tree_bin53.tar.xz
6184	./phylo_order_tree_bin54.tar.xz
7496	./phylo_order_tree_bin55.tar.xz
7208	./phylo_order_tree_bin56.tar.xz
7208	./phylo_order_tree_bin57.tar.xz
7840	./phylo_order_tree_bin58.tar.xz
8200	./phylo_order_tree_bin59.tar.xz
9156	./phylo_order_tree_bin6.tar.xz
6848	./phylo_order_tree_bin60.tar.xz
7208	./phylo_order_tree_bin61.tar.xz
8432	./phylo_order_tree_bin62.tar.xz
7208	./phylo_order_tree_bin63.tar.xz
7692	./phylo_order_tree_bin64.tar.xz
7204	./phylo_order_tree_bin65.tar.xz
6352	./phylo_order_tree_bin66.tar.xz
7208	./phylo_order_tree_bin67.tar.xz
7812	./phylo_order_tree_bin68.tar.xz
7208	./phylo_order_tree_bin69.tar.xz
7208	./phylo_order_tree_bin7.tar.xz
8568	./phylo_order_tree_bin70.tar.xz
7208	./phylo_order_tree_bin71.tar.xz
7044	./phylo_order_tree_bin72.tar.xz
8288	./phylo_order_tree_bin73.tar.xz
8224	./phylo_order_tree_bin74.tar.xz
7204	./phylo_order_tree_bin75.tar.xz
7284	./phylo_order_tree_bin76.tar.xz
7668	./phylo_order_tree_bin77.tar.xz
7208	./phylo_order_tree_bin78.tar.xz
10280	./phylo_order_tree_bin79.tar.xz
8232	./phylo_order_tree_bin8.tar.xz
7312	./phylo_order_tree_bin80.tar.xz
8040	./phylo_order_tree_bin81.tar.xz
9220	./phylo_order_tree_bin82.tar.xz
7208	./phylo_order_tree_bin83.tar.xz
6468	./phylo_order_tree_bin84.tar.xz
7784	./phylo_order_tree_bin85.tar.xz
10280	./phylo_order_tree_bin86.tar.xz
6184	./phylo_order_tree_bin87.tar.xz
7788	./phylo_order_tree_bin88.tar.xz
8800	./phylo_order_tree_bin89.tar.xz
8228	./phylo_order_tree_bin9.tar.xz
8228	./phylo_order_tree_bin90.tar.xz
6184	./phylo_order_tree_bin91.tar.xz
7536	./phylo_order_tree_bin92.tar.xz
7172	./phylo_order_tree_bin93.tar.xz
8852	./phylo_order_tree_bin94.tar.xz
9256	./phylo_order_tree_bin95.tar.xz
9256	./phylo_order_tree_bin96.tar.xz
7460	./phylo_order_tree_bin97.tar.xz
8228	./phylo_order_tree_bin98.tar.xz
8224	./phylo_order_tree_bin99.tar.xz
