filename,cardinality
bin17.txt,19951254.0
bin16.txt,19917978.0
bin28.txt,19921922.0
bin14.txt,19881854.0
bin15.txt,19828572.0
bin29.txt,19860132.0
bin11.txt,19847030.0
bin39.txt,19988782.0
bin38.txt,19889144.0
bin10.txt,19842274.0
bin12.txt,19925628.0
bin13.txt,19900268.0
bin48.txt,19932398.0
bin74.txt,19956450.0
bin60.txt,19839300.0
bin61.txt,19803440.0
bin75.txt,19989836.0
bin49.txt,19900334.0
bin63.txt,19828510.0
bin77.txt,19900408.0
bin88.txt,19838408.0
bin89.txt,19850578.0
bin76.txt,19904136.0
bin62.txt,19883080.0
bin66.txt,19870380.0
bin72.txt,19827350.0
bin73.txt,19822550.0
bin67.txt,19991604.0
bin9.txt,19852988.0
bin71.txt,19838344.0
bin65.txt,19956536.0
bin59.txt,19886042.0
bin58.txt,19936594.0
bin64.txt,19916360.0
bin70.txt,19861862.0
bin8.txt,19887262.0
bin5.txt,19847456.0
bin69.txt,19921060.0
bin55.txt,19871262.0
bin41.txt,19983236.0
bin82.txt,19962304.0
bin83.txt,19857066.0
bin40.txt,19854866.0
bin54.txt,19936132.0
bin68.txt,19905764.0
bin4.txt,19939284.0
bin6.txt,19844462.0
bin42.txt,19888488.0
bin56.txt,19992700.0
bin81.txt,19833104.0
bin80.txt,19944740.0
bin57.txt,19958634.0
bin43.txt,19893124.0
bin7.txt,19866816.0
bin3.txt,19832396.0
bin47.txt,19977374.0
bin53.txt,19878998.0
bin84.txt,19886832.0
bin90.txt,17320712.0
bin85.txt,19909898.0
bin52.txt,19936574.0
bin46.txt,19820786.0
bin2.txt,19811904.0
bin0.txt,19969468.0
bin50.txt,19873808.0
bin44.txt,19825068.0
bin78.txt,19853144.0
bin87.txt,19808038.0
bin86.txt,19800098.0
bin79.txt,19856468.0
bin45.txt,19893072.0
bin51.txt,19843738.0
bin1.txt,19937370.0
bin36.txt,19942332.0
bin22.txt,19983082.0
bin23.txt,19838446.0
bin37.txt,19867558.0
bin21.txt,19845648.0
bin35.txt,19930772.0
bin34.txt,19983474.0
bin20.txt,19847388.0
bin24.txt,19938256.0
bin30.txt,19830668.0
bin18.txt,19969994.0
bin19.txt,19934312.0
bin31.txt,19822440.0
bin25.txt,19976478.0
bin33.txt,19986758.0
bin27.txt,19864314.0
bin26.txt,19839118.0
bin32.txt,19839496.0
