filename,cardinality
split_12.txt,10506528.0
split_13.txt,16896208.0
split_11.txt,10159473.0
split_39.txt,8786597.0
split_38.txt,8980156.0
split_10.txt,9373276.0
split_28.txt,8982401.0
split_14.txt,9578272.0
split_15.txt,13229734.0
split_29.txt,9170221.0
split_8.txt,9118627.0
split_17.txt,9138462.0
split_16.txt,10569626.0
split_9.txt,9263953.0
split_71.txt,10402850.0
split_65.txt,8780711.0
split_59.txt,9645001.0
split_58.txt,8631959.0
split_64.txt,10554666.0
split_70.txt,9016825.0
split_99.txt,9029623.0
split_66.txt,10623634.0
split_72.txt,10045616.0
split_73.txt,9194799.0
split_67.txt,8994206.0
split_98.txt,10077557.0
split_88.txt,9849144.0
split_63.txt,9467624.0
split_77.txt,9078178.0
split_76.txt,8870616.0
split_62.txt,9658645.0
split_89.txt,9362843.0
split_48.txt,9307241.0
split_74.txt,8779586.0
split_60.txt,9966887.0
split_61.txt,8710945.0
split_75.txt,11120366.0
split_49.txt,9469819.0
split_93.txt,9405644.0
split_87.txt,8658277.0
split_50.txt,9243964.0
split_44.txt,8684542.0
split_78.txt,8711333.0
split_79.txt,9644817.0
split_45.txt,8692775.0
split_51.txt,9310266.0
split_86.txt,9813520.0
split_92.txt,11019274.0
split_84.txt,8688233.0
split_90.txt,9142721.0
split_47.txt,8362395.5
split_53.txt,10457894.0
split_52.txt,8855446.0
split_46.txt,8807792.0
split_91.txt,9367785.0
split_85.txt,9575307.0
split_81.txt,8683814.0
split_95.txt,10117994.0
split_42.txt,8478041.0
split_56.txt,9136069.0
split_57.txt,9843378.0
split_43.txt,12028409.0
split_94.txt,8965676.0
split_80.txt,9227202.0
split_96.txt,8548061.0
split_82.txt,8861224.0
split_69.txt,9792574.0
split_55.txt,9392140.0
split_41.txt,8562553.0
split_40.txt,8355322.5
split_54.txt,9800666.0
split_68.txt,7760111.0
split_83.txt,8568562.0
split_97.txt,8102800.0
split_4.txt,9275568.0
split_33.txt,9365457.0
split_27.txt,9157260.0
split_26.txt,9417618.0
split_32.txt,9449688.0
split_5.txt,8798619.0
split_7.txt,9520120.0
split_24.txt,9463687.0
split_30.txt,8964026.0
split_18.txt,9472108.0
split_19.txt,9243334.0
split_31.txt,11215453.0
split_25.txt,9347687.0
split_6.txt,15613875.0
split_2.txt,8957576.0
split_21.txt,9424815.0
split_35.txt,9873626.0
split_34.txt,9046678.0
split_20.txt,9730972.0
split_3.txt,9866244.0
split_1.txt,8290728.5
split_36.txt,8963892.0
split_22.txt,9392157.0
split_23.txt,12328638.0
split_37.txt,13245129.0
split_0.txt,9133492.0
