filename,cardinality
sample_38.txt,231438960.0
sample_10.txt,185470080.0
sample_04.txt,209832816.0
sample_05.txt,194972304.0
sample_11.txt,193709616.0
sample_39.txt,187324176.0
sample_07.txt,176435520.0
sample_13.txt,207494432.0
sample_12.txt,215788880.0
sample_06.txt,198501168.0
sample_02.txt,188196848.0
sample_16.txt,202906944.0
sample_17.txt,159694848.0
sample_03.txt,219074320.0
sample_15.txt,204170848.0
sample_01.txt,187901728.0
sample_29.txt,206771488.0
sample_28.txt,176838480.0
sample_14.txt,185689680.0
sample_98.txt,195117200.0
sample_73.txt,169977808.0
sample_67.txt,178023200.0
sample_66.txt,197722528.0
sample_72.txt,199990384.0
sample_99.txt,198230576.0
sample_58.txt,194665344.0
sample_64.txt,218107792.0
sample_70.txt,201167472.0
sample_71.txt,195585936.0
sample_65.txt,189675056.0
sample_59.txt,192050304.0
sample_61.txt,186106816.0
sample_75.txt,203863136.0
sample_49.txt,188071872.0
sample_48.txt,209147536.0
sample_74.txt,209954880.0
sample_60.txt,186896784.0
sample_100.txt,212465664.0
sample_89.txt,181333008.0
sample_76.txt,175662192.0
sample_62.txt,201100000.0
sample_63.txt,199961312.0
sample_77.txt,188080416.0
sample_88.txt,191508464.0
sample_91.txt,213026544.0
sample_85.txt,209977680.0
sample_52.txt,199761664.0
sample_46.txt,211489360.0
sample_47.txt,208616304.0
sample_53.txt,170593088.0
sample_84.txt,189393760.0
sample_90.txt,188533280.0
sample_86.txt,183978864.0
sample_92.txt,189803792.0
sample_79.txt,193098384.0
sample_45.txt,199678672.0
sample_51.txt,192854144.0
sample_50.txt,212173920.0
sample_44.txt,175873600.0
sample_78.txt,194611504.0
sample_93.txt,196893280.0
sample_87.txt,205512592.0
sample_83.txt,203655392.0
sample_97.txt,167205808.0
sample_40.txt,198981504.0
sample_54.txt,172813424.0
sample_68.txt,184565168.0
sample_69.txt,206067920.0
sample_55.txt,192770160.0
sample_41.txt,198542976.0
sample_96.txt,178983792.0
sample_82.txt,199761456.0
sample_94.txt,194680160.0
sample_80.txt,191795872.0
sample_57.txt,165715376.0
sample_43.txt,187192768.0
sample_42.txt,196102464.0
sample_56.txt,201556608.0
sample_81.txt,193328256.0
sample_95.txt,222094656.0
sample_19.txt,193600736.0
sample_31.txt,217640576.0
sample_25.txt,196475760.0
sample_24.txt,197143200.0
sample_30.txt,184538864.0
sample_18.txt,204174512.0
sample_26.txt,176514592.0
sample_32.txt,195394224.0
sample_33.txt,209692240.0
sample_27.txt,184165536.0
sample_23.txt,190794880.0
sample_37.txt,213345936.0
sample_36.txt,215355616.0
sample_22.txt,171246288.0
sample_34.txt,195501488.0
sample_20.txt,214252880.0
sample_08.txt,214591648.0
sample_09.txt,202086848.0
sample_21.txt,211218912.0
sample_35.txt,170313792.0
