filename,cardinality
split_12.txt,7578198.0
split_13.txt,7516756.5
split_11.txt,7642666.0
split_39.txt,7938141.0
split_38.txt,7131334.0
split_10.txt,7767162.0
split_28.txt,9295819.0
split_14.txt,6928203.0
split_15.txt,7053603.5
split_29.txt,7413470.5
split_8.txt,7465239.0
split_17.txt,7267504.0
split_16.txt,7381045.0
split_9.txt,10162743.0
split_71.txt,8573096.0
split_65.txt,13905370.0
split_59.txt,7389523.5
split_58.txt,7224466.0
split_64.txt,11261723.0
split_70.txt,6971168.5
split_99.txt,8873387.0
split_66.txt,6913947.0
split_72.txt,7325883.5
split_73.txt,10033920.0
split_67.txt,6551969.5
split_98.txt,8416749.0
split_88.txt,12213613.0
split_63.txt,11466634.0
split_77.txt,7059265.0
split_76.txt,8669834.0
split_62.txt,13594235.0
split_89.txt,7428030.5
split_48.txt,7683367.5
split_74.txt,6981164.5
split_60.txt,9315266.0
split_61.txt,8545294.0
split_75.txt,7447555.0
split_49.txt,7378544.5
split_93.txt,7772850.5
split_87.txt,8797677.0
split_50.txt,10581989.0
split_44.txt,8983175.0
split_78.txt,7550135.5
split_79.txt,7895240.5
split_45.txt,6819624.5
split_51.txt,7039426.0
split_86.txt,9705932.0
split_92.txt,7746928.0
split_84.txt,9825823.0
split_90.txt,7122218.0
split_47.txt,7402301.0
split_53.txt,9964546.0
split_52.txt,9778780.0
split_46.txt,7365995.0
split_91.txt,7202886.0
split_85.txt,8959186.0
split_81.txt,7238807.5
split_95.txt,8654648.0
split_42.txt,7471532.0
split_56.txt,7654503.5
split_57.txt,7858293.5
split_43.txt,6749255.5
split_94.txt,7326735.5
split_80.txt,6884958.0
split_96.txt,7340395.5
split_82.txt,10080288.0
split_69.txt,8130023.0
split_55.txt,16384175.0
split_41.txt,7235236.5
split_40.txt,10045517.0
split_54.txt,7246384.5
split_68.txt,8146468.5
split_83.txt,7550085.0
split_97.txt,7117069.0
split_4.txt,6742209.5
split_33.txt,11074974.0
split_27.txt,6964889.0
split_26.txt,7692842.5
split_32.txt,7554782.5
split_5.txt,9946808.0
split_7.txt,13637675.0
split_24.txt,7527462.0
split_30.txt,6898222.5
split_18.txt,8597615.0
split_19.txt,10631715.0
split_31.txt,6700668.5
split_25.txt,6907054.0
split_6.txt,7177559.5
split_2.txt,7529933.5
split_21.txt,7155404.5
split_35.txt,7271226.5
split_34.txt,6977808.5
split_20.txt,8498301.0
split_3.txt,10374582.0
split_1.txt,7056951.0
split_36.txt,7244379.0
split_22.txt,7779647.0
split_23.txt,12040425.0
split_37.txt,7149061.5
split_0.txt,7321219.5
