filename,cardinality
split_12.txt,18485308.0
split_13.txt,16729803.0
split_11.txt,21557276.0
split_39.txt,20460690.0
split_38.txt,18362748.0
split_10.txt,24992670.0
split_28.txt,20716180.0
split_14.txt,19447202.0
split_15.txt,23114838.0
split_29.txt,19755366.0
split_8.txt,29959644.0
split_17.txt,19100050.0
split_16.txt,18929274.0
split_9.txt,19577560.0
split_71.txt,18945276.0
split_65.txt,19808520.0
split_59.txt,20223838.0
split_58.txt,18696666.0
split_64.txt,28159426.0
split_70.txt,19404930.0
split_99.txt,24563930.0
split_66.txt,22067204.0
split_72.txt,17245076.0
split_73.txt,18606628.0
split_67.txt,18640094.0
split_98.txt,23547534.0
split_88.txt,20383102.0
split_63.txt,19676246.0
split_77.txt,21213232.0
split_76.txt,16508807.0
split_62.txt,23986450.0
split_89.txt,19034696.0
split_48.txt,17328426.0
split_74.txt,20891716.0
split_60.txt,22076210.0
split_61.txt,20278960.0
split_75.txt,18989622.0
split_49.txt,19653452.0
split_93.txt,24050400.0
split_87.txt,23669910.0
split_50.txt,19325690.0
split_44.txt,25692280.0
split_78.txt,22008912.0
split_79.txt,18745182.0
split_45.txt,19025420.0
split_51.txt,20446734.0
split_86.txt,22256374.0
split_92.txt,18660106.0
split_84.txt,19159858.0
split_90.txt,20257626.0
split_47.txt,21690708.0
split_53.txt,19596360.0
split_52.txt,28018388.0
split_46.txt,19063156.0
split_91.txt,19819790.0
split_85.txt,18814158.0
split_81.txt,18355016.0
split_95.txt,17887024.0
split_42.txt,22618846.0
split_56.txt,18374200.0
split_57.txt,17368538.0
split_43.txt,19083280.0
split_94.txt,18748868.0
split_80.txt,19477532.0
split_96.txt,20611116.0
split_82.txt,19777950.0
split_69.txt,20287522.0
split_55.txt,19989178.0
split_41.txt,20554290.0
split_40.txt,21667808.0
split_54.txt,19630454.0
split_68.txt,19197140.0
split_83.txt,23070404.0
split_97.txt,19355558.0
split_4.txt,17021800.0
split_33.txt,18058390.0
split_27.txt,18783074.0
split_26.txt,26793684.0
split_32.txt,25129438.0
split_5.txt,26790738.0
split_7.txt,18873454.0
split_24.txt,20460834.0
split_30.txt,21567608.0
split_18.txt,19968976.0
split_19.txt,19218424.0
split_31.txt,17966232.0
split_25.txt,28825436.0
split_6.txt,23361820.0
split_2.txt,20061006.0
split_21.txt,19512080.0
split_35.txt,18268408.0
split_34.txt,18932620.0
split_20.txt,19780316.0
split_3.txt,20502876.0
split_1.txt,22044878.0
split_36.txt,20065454.0
split_22.txt,19925088.0
split_23.txt,24516492.0
split_37.txt,19885160.0
split_0.txt,17125662.0
