filename,cardinality
bin17.txt,19842688.0
bin16.txt,19888428.0
bin28.txt,19885196.0
bin14.txt,19825742.0
bin15.txt,19819182.0
bin29.txt,19911698.0
bin11.txt,19814080.0
bin10.txt,19829758.0
bin12.txt,19818598.0
bin13.txt,19821226.0
bin9.txt,19812336.0
bin8.txt,19949516.0
bin5.txt,19924928.0
bin4.txt,19865738.0
bin6.txt,19805308.0
bin7.txt,19811474.0
bin3.txt,19855148.0
bin2.txt,19854626.0
bin0.txt,19846558.0
bin1.txt,19810940.0
bin36.txt,16551813.0
bin22.txt,19805484.0
bin23.txt,19812914.0
bin37.txt,14726626.0
bin21.txt,19876860.0
bin35.txt,19825124.0
bin34.txt,19814058.0
bin20.txt,19853570.0
bin24.txt,19953820.0
bin30.txt,19967844.0
bin18.txt,19883148.0
bin19.txt,19814782.0
bin31.txt,19854972.0
bin25.txt,19807794.0
bin33.txt,19932522.0
bin27.txt,19823104.0
bin26.txt,19831656.0
bin32.txt,19813708.0
