filename,cardinality
bin5.txt,19805504.0
bin4.txt,19844642.0
bin6.txt,19869412.0
bin7.txt,12429884.0
bin3.txt,19867898.0
bin2.txt,19993654.0
bin0.txt,19902882.0
bin1.txt,19847156.0
