   34230264,achromobacter_xylosoxidans__000.tar.xz
   66634168,acinetobacter_baumannii__000.tar.xz
   34333212,acinetobacter_baumannii__001.tar.xz
   40881008,acinetobacter_baumannii__002.tar.xz
   37699704,acinetobacter_baumannii__003.tar.xz
   53295808,acinetobacter_baumannii__004.tar.xz
   80349168,acinetobacter_baumannii__005.tar.xz
  146994124,acinetobacter_baumannii__006.tar.xz
    6908944,acinetobacter_baumannii__007.tar.xz
   18109036,acinetobacter_nosocomialis__000.tar.xz
   37258368,acinetobacter_pittii__000.tar.xz
    4213136,actinobacillus_lignieresii__000.tar.xz
   69532276,aeromonas_caviae__000.tar.xz
   16829656,aeromonas_salmonicida__000.tar.xz
   50888352,aeromonas_veronii__000.tar.xz
    4695700,alistipes_onderdonkii__000.tar.xz
   33762324,bacillusa_anthracis__000.tar.xz
   38957596,bacillusa_bombysepticus__000.tar.xz
   32429292,bacillusa_cereus__000.tar.xz
   34173904,bacillusa_paranthracis__000.tar.xz
   35958036,bacillus_subtilis__000.tar.xz
   26328996,bacteroides_caccae__000.tar.xz
   55305968,bacteroides_fragilis__000.tar.xz
   69904364,bacteroides_ovatus__000.tar.xz
   64069792,bacteroides_thetaiotaomicron__000.tar.xz
  102465356,bacteroides_uniformis__000.tar.xz
   45030472,bacteroides_xylanisolvens__000.tar.xz
    3173352,bartonella_krasnovii__000.tar.xz
   48826220,bifidobacterium_adolescentis__000.tar.xz
    2716832,bifidobacterium_animalis__000.tar.xz
   45474144,bifidobacterium_longum__000.tar.xz
   14122924,bifidobacterium_pseudocatenulatum__000.tar.xz
   45885976,bordetella_pertussis__000.tar.xz
   39334048,bordetella_pertussis__001.tar.xz
   18431972,borreliella_burgdorferi__000.tar.xz
   15103800,brucella_melitensis__000.tar.xz
   30818284,burkholderia_cenocepacia__000.tar.xz
   39247916,burkholderia_cepacia__000.tar.xz
   13505144,burkholderia_dolosa__000.tar.xz
   43720436,burkholderia_gladioli__000.tar.xz
  175983964,burkholderia_mallei__000.tar.xz
   68329752,burkholderia_mallei__001.tar.xz
   53132912,burkholderia_multivorans__000.tar.xz
   47989276,burkholderia_ubonensis__000.tar.xz
   37801836,campylobacterd_coli__000.tar.xz
   28962388,campylobacterd_coli__001.tar.xz
   36054560,campylobacterd_coli__002.tar.xz
   39686624,campylobacterd_coli__003.tar.xz
   24947412,campylobacterd_coli__004.tar.xz
   18072156,campylobacterd_coli__005.tar.xz
   23050780,campylobacterd_coli__006.tar.xz
   16878584,campylobacterd_coli__007.tar.xz
    7828980,campylobacterd_coli__008.tar.xz
   11280248,campylobacterd_colia__000.tar.xz
   18209372,campylobacterd_jejuni__000.tar.xz
   16939220,campylobacterd_jejuni__001.tar.xz
   17090880,campylobacterd_jejuni__002.tar.xz
   15923208,campylobacterd_jejuni__003.tar.xz
   15960604,campylobacterd_jejuni__004.tar.xz
   16881664,campylobacterd_jejuni__005.tar.xz
   19431932,campylobacterd_jejuni__006.tar.xz
   18272592,campylobacterd_jejuni__007.tar.xz
   15340356,campylobacterd_jejuni__008.tar.xz
   14423840,campylobacterd_jejuni__009.tar.xz
   35218956,campylobacterd_jejuni__010.tar.xz
   22393108,campylobacterd_jejuni__011.tar.xz
   20768376,campylobacterd_jejuni__012.tar.xz
   36469064,campylobacterd_jejuni__013.tar.xz
   16895392,campylobacterd_jejuni__014.tar.xz
   17305744,campylobacterd_jejuni__015.tar.xz
   19606836,campylobacterd_jejuni__016.tar.xz
   21069668,campylobacterd_jejuni__017.tar.xz
   25548400,campylobacterd_jejuni__018.tar.xz
   20085812,campylobacterd_jejuni__019.tar.xz
   17523640,campylobacterd_jejuni__020.tar.xz
   22734300,campylobacterd_jejuni__021.tar.xz
   22279160,campylobacterd_jejuni__022.tar.xz
   12131772,campylobacterd_jejuni__023.tar.xz
    3956152,campylobacterd_lari__000.tar.xz
   13395968,campylobacterd_upsaliensis__000.tar.xz
    3281252,campylobacter_fetus__000.tar.xz
    6135988,caulobacter_vibrioides__000.tar.xz
   25951028,chlamydia_trachomatis__000.tar.xz
    6706988,citrobactera_rodentium__000.tar.xz
   13768720,citrobacterb_koseri__000.tar.xz
   31135540,citrobacter_braakii__000.tar.xz
  142636684,citrobacter_freundii__000.tar.xz
   37035884,citrobacter_portucalensis__000.tar.xz
   21477752,citrobacter_werkmanii__000.tar.xz
   45541528,clostridioides_difficile__000.tar.xz
   48168032,clostridioides_difficile__001.tar.xz
   43447880,clostridioides_difficile__002.tar.xz
   50271472,clostridioides_difficile__003.tar.xz
   47537332,clostridioides_difficile__004.tar.xz
   49043292,clostridioides_difficile__005.tar.xz
   41996368,clostridioides_difficile__006.tar.xz
   16069060,clostridioides_difficile__007.tar.xz
   12753644,clostridium_botulinuma__000.tar.xz
   19516060,clostridiumf_botulinum__000.tar.xz
   27439768,corynebacterium_diphtheriae__000.tar.xz
    8949576,corynebacterium_striatum__000.tar.xz
   47044772,cronobacter_sakazakii__000.tar.xz
   22915616,cutibacterium_acnes__000.tar.xz
 1441066736,dustbin__000.tar.xz
 1614139040,dustbin__001.tar.xz
 1226096940,dustbin__002.tar.xz
  696980104,dustbin__003.tar.xz
  714056096,dustbin__004.tar.xz
  445599716,dustbin__005.tar.xz
  607509876,dustbin__006.tar.xz
  618262936,dustbin__007.tar.xz
  531737448,dustbin__008.tar.xz
  657446472,dustbin__009.tar.xz
  799330752,dustbin__010.tar.xz
 1165899712,dustbin__011.tar.xz
  584701016,dustbin__012.tar.xz
  398315232,dustbin__013.tar.xz
  344465264,dustbin__014.tar.xz
  515414416,dustbin__015.tar.xz
  639835072,dustbin__016.tar.xz
  949312968,dustbin__017.tar.xz
 1387689996,dustbin__018.tar.xz
 2077425368,dustbin__019.tar.xz
 1189152960,dustbin__020.tar.xz
  216318080,dustbin__021.tar.xz
   19562304,elizabethkingia_anophelis__000.tar.xz
   19410120,enterobacter_asburiaeb__000.tar.xz
   16862688,enterobacter_bugandensis__000.tar.xz
   42968340,enterobacter_cloacae__000.tar.xz
   19106056,enterobacter_cloacaem__000.tar.xz
  153213852,enterobacter_hormaecheia__000.tar.xz
  159032512,enterobacter_hormaecheia__001.tar.xz
   21373108,enterobacter_hormaecheia__002.tar.xz
   54463504,enterobacter_kobei__000.tar.xz
   21550700,enterobacter_ludwigii__000.tar.xz
   71202404,enterobacter_roggenkampii__000.tar.xz
    8639928,enterococcusb_durans__000.tar.xz
   67599148,enterococcusb_faecium__000.tar.xz
   52492668,enterococcusb_faecium__001.tar.xz
   46573496,enterococcusb_faecium__002.tar.xz
   53940700,enterococcusb_faecium__003.tar.xz
   55479044,enterococcusb_faecium__004.tar.xz
   85080184,enterococcusb_faecium__005.tar.xz
   45038412,enterococcusb_faecium__006.tar.xz
   48243984,enterococcusb_faecium__007.tar.xz
   41612448,enterococcusb_faecium__008.tar.xz
    6104536,enterococcusb_faecium__009.tar.xz
   18457312,enterococcusb_hirae__000.tar.xz
   37427720,enterococcusb_lactis__000.tar.xz
    7173720,enterococcusd_gallinarum__000.tar.xz
   69135700,enterococcus_faecalis__000.tar.xz
  102439204,enterococcus_faecalis__001.tar.xz
   40957320,enterococcus_faecalis__002.tar.xz
    6612540,erysipelothrix_rhusiopathiae__000.tar.xz
